Entity1,Relationship,Entity2,Property,species_source
广东省珠海市非法引进红耳彩龟案判决,CAUSES,法律震慑效应,type=间接,红耳彩龟
广东省珠海市非法引进红耳彩龟案判决,DURING,2024年,,红耳彩龟
广东省珠海市非法引进红耳彩龟案判决,MITIGATES,广东省珠海市非法引进红耳彩龟事件,method=检疫;type=主要,红耳彩龟
广东省防治事件,DURING,2017年,,红耳彩龟
拉布拉多犬猎捕,MITIGATES,红耳彩龟,method=物理;type=主要,红耳彩龟
提高进口税率,MITIGATES,红耳彩龟,method=检疫;type=辅助,红耳彩龟
教育与合规计划,MITIGATES,红耳彩龟,method=农业;type=辅助,红耳彩龟
新加坡防治事件,DURING,未指定时间,,红耳彩龟
新加坡防治事件,MITIGATES,红耳彩龟,method=检疫;type=主要,红耳彩龟
无害化处理,MITIGATES,红耳彩龟,method=物理;type=主要,红耳彩龟
日本防治事件,DURING,2015年,,红耳彩龟
日本防治事件,DURING,2023年6月,,红耳彩龟
日本防治事件,MITIGATES,红耳彩龟,method=检疫;type=主要,红耳彩龟
昆士兰州防治事件,DURING,未指定时间,,红耳彩龟
昆士兰州防治事件,MITIGATES,红耳彩龟,method=物理;type=主要,红耳彩龟
某种大头蚁,PREYS_ON,红耳彩龟,severity=高,红耳彩龟
欧盟防治事件,DURING,未指定时间,,红耳彩龟
欧盟防治事件,MITIGATES,红耳彩龟,method=检疫;type=主要,红耳彩龟
澳大利亚防治事件,DURING,未指定时间,,红耳彩龟
澳大利亚防治事件,MITIGATES,红耳彩龟,method=检疫;type=主要,红耳彩龟
禁止出售和放生,MITIGATES,红耳彩龟,method=检疫;type=主要,红耳彩龟
移交野生动物救护中心,MITIGATES,红耳彩龟,method=生物;type=辅助,红耳彩龟
立法控制进出口,MITIGATES,红耳彩龟,method=检疫;type=主要,红耳彩龟
红火蚁,PREYS_ON,红耳彩龟,severity=高,红耳彩龟
红耳彩龟,AFFECTS,21种易危印度本土淡水龟,,红耳彩龟
红耳彩龟,AFFECTS,人类健康,,红耳彩龟
红耳彩龟,AFFECTS,本土水生生物,,红耳彩龟
红耳彩龟,AFFECTS,本土龟类,,红耳彩龟
红耳彩龟,AFFECTS,稀有青蛙,,红耳彩龟
红耳彩龟,BELONGS_TO,Trachemys scripta,rank=属,红耳彩龟
红耳彩龟,BELONGS_TO,彩龟,rank=种,红耳彩龟
红耳彩龟,BELONGS_TO,彩龟属,rank=属,红耳彩龟
红耳彩龟,BELONGS_TO,泽龟科,rank=科,红耳彩龟
红耳彩龟,BELONGS_TO,爬行纲,rank=纲,红耳彩龟
红耳彩龟,BELONGS_TO,龟科,rank=科,红耳彩龟
红耳彩龟,BELONGS_TO,龟鳖目,rank=目,红耳彩龟
红耳彩龟,CAUSES,与本土龟类杂交,type=直接,红耳彩龟
红耳彩龟,CAUSES,与本土龟类杂交导致种质资源混杂,type=直接,红耳彩龟
红耳彩龟,CAUSES,传播吸虫,type=直接,红耳彩龟
红耳彩龟,CAUSES,传播沙门氏杆菌,type=直接,红耳彩龟
红耳彩龟,CAUSES,传播线虫,type=直接,红耳彩龟
红耳彩龟,CAUSES,卫生危害,type=直接,红耳彩龟
红耳彩龟,CAUSES,威胁本地物种生存,type=直接,红耳彩龟
红耳彩龟,CAUSES,引发人类脑膜炎,type=间接,红耳彩龟
红耳彩龟,CAUSES,挤占本土龟类生存空间,type=直接,红耳彩龟
红耳彩龟,CAUSES,掠夺其他生物生存资源,type=直接,红耳彩龟
红耳彩龟,CAUSES,本土龟类种群下降,type=直接,红耳彩龟
红耳彩龟,CAUSES,水体富营养化,type=间接,红耳彩龟
红耳彩龟,CAUSES,沙门氏杆菌传播,type=直接,红耳彩龟
红耳彩龟,CAUSES,沙门氏菌传播,type=直接,红耳彩龟
红耳彩龟,CAUSES,淡水渔业损失,type=直接,红耳彩龟
红耳彩龟,CAUSES,生态危害,type=直接,红耳彩龟
红耳彩龟,CAUSES,生态系统功能受损,type=直接,红耳彩龟
红耳彩龟,CAUSES,生物多样性丧失,type=直接,红耳彩龟
红耳彩龟,CAUSES,生物多样性破坏,type=间接,红耳彩龟
红耳彩龟,CAUSES,破坏生态系统平衡,type=间接,红耳彩龟
红耳彩龟,CAUSES,社会危害,type=直接,红耳彩龟
红耳彩龟,CAUSES,经济危害,type=直接,红耳彩龟
红耳彩龟,CAUSES,经济损失,type=直接,红耳彩龟
红耳彩龟,COMPETES_WITH,Mauremys leprosa,severity=高,红耳彩龟
红耳彩龟,COMPETES_WITH,中华草龟,severity=中,红耳彩龟
红耳彩龟,COMPETES_WITH,中华草龟,severity=高,红耳彩龟
红耳彩龟,COMPETES_WITH,本土龟类,severity=高,红耳彩龟
红耳彩龟,COMPETES_WITH,本地龟类,severity=高,红耳彩龟
红耳彩龟,COMPETES_WITH,花龟,severity=高,红耳彩龟
红耳彩龟,COMPETES_WITH,草龟,severity=高,红耳彩龟
红耳彩龟,COMPETES_WITH,黄喉拟水龟,severity=高,红耳彩龟
红耳彩龟,COMPETES_WITH,黄腹彩龟,severity=高,红耳彩龟
红耳彩龟,HAS_ALIAS,Trachemys scripta elegans,type=学名,红耳彩龟
红耳彩龟,HAS_ALIAS,七彩龟,type=俗名,红耳彩龟
红耳彩龟,HAS_ALIAS,密西西比红耳龟,type=俗名,红耳彩龟
红耳彩龟,HAS_ALIAS,巴西彩龟,type=俗名,红耳彩龟
红耳彩龟,HAS_ALIAS,巴西龟,type=俗名,红耳彩龟
红耳彩龟,HAS_ALIAS,秀丽锦龟,type=俗名,红耳彩龟
红耳彩龟,HAS_ALIAS,红耳泥龟,type=俗名,红耳彩龟
红耳彩龟,HAS_ALIAS,红耳滑龟,type=俗名,红耳彩龟
红耳彩龟,HAS_ALIAS,红耳龟,type=俗名,红耳彩龟
红耳彩龟,HAS_ALIAS,翠龟,type=俗名,红耳彩龟
红耳彩龟,HAS_ALIAS,麻将龟,type=俗名,红耳彩龟
红耳彩龟,HAS_HABIT,水栖性适应性强生存水温2至38摄氏度最适生长水温26至30摄氏度15摄氏度进入冬眠杂食性偏动物性喜食鱼虾蚌及动物内脏,,红耳彩龟
红耳彩龟,HAS_MORPHOLOGY,头较小吻钝头颈处具黄绿相间的纵条纹眼后有1对红色斑块背甲扁平背部中央有1条明显的脊棱,,红耳彩龟
红耳彩龟,INTRODUCED_VIA,不合理放生,,红耳彩龟
红耳彩龟,INTRODUCED_VIA,人为引入,,红耳彩龟
红耳彩龟,INTRODUCED_VIA,养殖逃逸,,红耳彩龟
红耳彩龟,INTRODUCED_VIA,国际交流日益频繁,,红耳彩龟
红耳彩龟,INTRODUCED_VIA,国际贸易,,红耳彩龟
红耳彩龟,INTRODUCED_VIA,宠物贸易,,红耳彩龟
红耳彩龟,INTRODUCED_VIA,宠物释放,,红耳彩龟
红耳彩龟,INTRODUCED_VIA,弃养,,红耳彩龟
红耳彩龟,INTRODUCED_VIA,放生活动,,红耳彩龟
红耳彩龟,INTRODUCED_VIA,水产养殖引种,,红耳彩龟
红耳彩龟,INTRODUCED_VIA,观赏渔业引种,,红耳彩龟
红耳彩龟,INTRODUCED_VIA,非法携带进境,,红耳彩龟
红耳彩龟,MITIGATES,人工捕捉,method=物理;type=主要,红耳彩龟
红耳彩龟,MITIGATES,环境DNA监测,method=检疫;type=辅助,红耳彩龟
红耳彩龟,NATIVE_TO,南美洲,,红耳彩龟
红耳彩龟,NATIVE_TO,墨西哥东北部,,红耳彩龟
红耳彩龟,NATIVE_TO,密西西比流域,,红耳彩龟
红耳彩龟,NATIVE_TO,美国,,红耳彩龟
红耳彩龟,NATIVE_TO,美国南部,,红耳彩龟
红耳彩龟,NATIVE_TO,美国密西西比河流域,,红耳彩龟
红耳彩龟,PREYS_ON,两栖类,severity=中,红耳彩龟
红耳彩龟,PREYS_ON,初生幼体,severity=低,红耳彩龟
红耳彩龟,PREYS_ON,小虾,severity=中,红耳彩龟
红耳彩龟,PREYS_ON,小鱼,severity=中,红耳彩龟
红耳彩龟,PREYS_ON,小龙虾,severity=中,红耳彩龟
红耳彩龟,PREYS_ON,昆虫,severity=中,红耳彩龟
红耳彩龟,PREYS_ON,植物嫩茎叶,severity=中,红耳彩龟
红耳彩龟,PREYS_ON,水生植物,severity=中,红耳彩龟
红耳彩龟,PREYS_ON,甲壳类,severity=中,红耳彩龟
红耳彩龟,PREYS_ON,蚯蚓,severity=中,红耳彩龟
红耳彩龟,PREYS_ON,蛙类,severity=高,红耳彩龟
红耳彩龟,PREYS_ON,蜗牛,severity=中,红耳彩龟
红耳彩龟,PREYS_ON,蝌蚪,severity=中,红耳彩龟
红耳彩龟,PREYS_ON,蝌蚪,severity=高,红耳彩龟
红耳彩龟,PREYS_ON,贝壳类,severity=高,红耳彩龟
红耳彩龟,PREYS_ON,贝类,severity=中,红耳彩龟
红耳彩龟,PREYS_ON,鱼类,severity=高,红耳彩龟
红耳彩龟,PREYS_ON,龟卵,severity=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,不丹,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,东帝汶,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,中国,confidence=高,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,中国东南部省份,confidence=高,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,中美洲,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,丹麦,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,乌克兰,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,乌兹别克斯坦,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,乌干达,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,乌拉圭,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,乍得,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,乔治五世地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,也门,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,亚洲,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,亚美尼亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,以色列,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,伊拉克,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,伊朗,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,伯利兹,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,佛得角,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,俄罗斯,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,保加利亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,克罗地亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,全国主要水系,confidence=高,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,全国水域,confidence=高,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,冈比亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,冰岛,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,几内亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,几内亚比绍,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,列支敦士登,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,刚果共和国,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,刚果民主共和国,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,利比亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,利比里亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,加勒比地区,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,加拿大,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,加纳,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,加蓬,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,匈牙利,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,北美洲,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,北马其顿,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,华南水域,confidence=高,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,南乔治亚和南桑威奇群岛,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,南方水域,confidence=高,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,南极半岛,,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,南极洲,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,南美洲,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,南苏丹,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,南非,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,博茨瓦纳,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,卡塔尔,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,卢旺达,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,卢森堡,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,印度,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,印度东北部自然水体,confidence=高,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,印度尼西亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,危地马拉,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,厄瓜多尔,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,厄立特里亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,叙利亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,吉尔吉斯斯坦,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,吉布提,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,哈萨克斯坦,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,哥伦比亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,哥斯达黎加,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,喀麦隆,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,图瓦卢,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,土库曼斯坦,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,土耳其,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,圣多美和普林西比,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,圣赫勒拿,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,圣马力诺,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,圭亚那,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,坦桑尼亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,埃及,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,埃塞俄比亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,埃尔斯沃思地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,基里巴斯,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,塔吉克斯坦,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,塞内加尔,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,塞尔维亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,塞拉利昂,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,塞浦路斯,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,塞舌尔,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,墨西哥,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,多哥,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,大洋洲,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,奥地利,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,奥茨地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,委内瑞拉,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,威尔克斯地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,孟加拉国,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,安哥拉,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,安道尔,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,密克罗尼西亚联邦,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,尼加拉瓜,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,尼日利亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,尼日尔,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,尼泊尔,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,巴哈马,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,巴基斯坦,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,巴布亚新几内亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,巴拉圭,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,巴拿马,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,巴林,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,巴西,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,布基纳法索,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,布隆迪,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,布韦岛,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,希腊,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,帕劳,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,彼得一世岛,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,德国,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,恩德比地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,意大利,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,所罗门群岛,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,扬马延岛,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,拉脱维亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,挪威,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,挪威南极领地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,捷克,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,摩尔多瓦,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,摩洛哥,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,摩纳哥,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,文莱,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,斐济,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,斯威士兰,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,斯洛伐克,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,斯洛文尼亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,斯瓦尔巴群岛,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,斯里兰卡,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,新加坡,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,新西兰,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,智利,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,智利南极领地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,朝鲜,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,柬埔寨,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,格陵兰,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,格鲁吉亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,梵蒂冈,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,欧洲,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,欧洲联盟,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,比利时,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,毛德皇后地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,毛里塔尼亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,毛里求斯,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,汤加,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,沙特阿拉伯,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,法国,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,法属南部和南极领地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,法属圭亚那,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,法罗群岛,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,波兰,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,波斯尼亚和黑塞哥维那,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,津巴布韦,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,洪都拉斯,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,澳大利亚,confidence=高,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,澳大利亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,澳大利亚南极领地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,爱尔兰,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,爱沙尼亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,玛丽伯德地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,玻利维亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,瑙鲁,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,瑞典,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,瑞士,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,瓦努阿图,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,白俄罗斯,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,百慕大,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,科威特,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,科摩罗,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,科特迪瓦,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,秘鲁,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,突尼斯,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,立陶宛,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,索马里,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,约旦,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,纳米比亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,维多利亚地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,缅甸,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,罗斯属地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,罗马尼亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,美国,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,美洲,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,老挝,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,肯尼亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,芬兰,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,苏丹,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,苏里南,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,英国,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,英国南极领地,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,荷兰,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,莫桑比克,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,莱索托,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,菲律宾,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,萨尔瓦多,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,萨摩亚,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,葡萄牙,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,蒙古,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,西印度群岛,confidence=低,红耳彩龟
红耳彩龟,SPREAD_RISK_TO,西撒哈拉,confidence=低,红耳彩龟
