Entity1,Relationship,Entity2,Property,species_source
非洲大蜗牛,AFFECTS,江西省水稻减产2%-15%,,非洲大蜗牛
非洲大蜗牛,AFFECTS,福建省园艺植物损失15%-30%,,非洲大蜗牛
非洲大蜗牛,AFFECTS,花园花卉,,非洲大蜗牛
非洲大蜗牛,AFFECTS,观赏植物,,非洲大蜗牛
非洲大蜗牛,BELONGS_TO,柄眼目,rank=目,非洲大蜗牛
非洲大蜗牛,BELONGS_TO,玛瑙螺属,rank=属,非洲大蜗牛
非洲大蜗牛,BELONGS_TO,玛瑙螺科,rank=科,非洲大蜗牛
非洲大蜗牛,BELONGS_TO,腹足纲,rank=纲,非洲大蜗牛
非洲大蜗牛,BELONGS_TO,软体动物门,rank=门,非洲大蜗牛
非洲大蜗牛,CAUSES,人类健康威胁,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,人类感染广州管圆线虫,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,传播嗜酸性脑膜炎,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,传播广州管圆线虫,type=直接,非洲大蜗牛
非洲大蜗牛,CAUSES,传播广州管圆线虫病,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,传播结核病,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,传播脑膜炎,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,传播鼠肺线虫,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,农业危害,type=直接,非洲大蜗牛
非洲大蜗牛,CAUSES,农作物减产或绝收,type=直接,非洲大蜗牛
非洲大蜗牛,CAUSES,危害农林业生产,type=直接,非洲大蜗牛
非洲大蜗牛,CAUSES,发热,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,嗜酸性脑膜炎,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,园艺危害,type=直接,非洲大蜗牛
非洲大蜗牛,CAUSES,增加植物疾病的传布,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,头痛,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,威胁人类健康,type=直接,非洲大蜗牛
非洲大蜗牛,CAUSES,对中国的本土物种生态环境以及社会经济等都产生了较大的影响与危害,type=直接,非洲大蜗牛
非洲大蜗牛,CAUSES,广州管圆线虫感染风险增加,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,引发皮炎,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,引发皮肤瘙痒肿胀,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,引发脑膜炎,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,引起严重的经济损失,type=直接,非洲大蜗牛
非洲大蜗牛,CAUSES,改变本土生态系统,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,改变栖息地,type=直接,非洲大蜗牛
非洲大蜗牛,CAUSES,改变食物链,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,昏迷,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,林业危害,type=直接,非洲大蜗牛
非洲大蜗牛,CAUSES,死亡,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,生态环境负面影响,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,生物多样性破坏,type=直接,非洲大蜗牛
非洲大蜗牛,CAUSES,皮炎,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,皮肤瘙痒,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,皮肤肿胀,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,破坏生物多样性,type=直接,非洲大蜗牛
非洲大蜗牛,CAUSES,结核病传播,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,脑炎,type=间接,非洲大蜗牛
非洲大蜗牛,CAUSES,视力障碍,type=间接,非洲大蜗牛
非洲大蜗牛,COMPETES_WITH,原生蜗牛,severity=高,非洲大蜗牛
非洲大蜗牛,COMPETES_WITH,本土物种,severity=高,非洲大蜗牛
非洲大蜗牛,COMPETES_WITH,本土蜗牛,severity=中,非洲大蜗牛
非洲大蜗牛,COMPETES_WITH,本土软体动物,severity=中,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,Achatina fulica,type=学名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,Helix fulica,type=学名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,Lissachatina fulica,type=学名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,东风螺,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,法国螺,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,田园杀手,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,白玉蜗牛,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,花螺,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,菜螺,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,褐云光滑玛瑙螺,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,褐云玛瑙螺,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,褐云玛瑙螺,type=学名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,褐色玛瑙螺,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,露螺,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,非洲巨型福寿螺,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,非洲巨型蜗牛,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,非洲巨蜗牛,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,非洲巨螺,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_ALIAS,非洲蜗牛,type=俗名,非洲大蜗牛
非洲大蜗牛,HAS_HABIT,一生可产卵6000多粒,无,非洲大蜗牛
非洲大蜗牛,HAS_HABIT,喜群居,无,非洲大蜗牛
非洲大蜗牛,HAS_HABIT,喜阴湿环境,,非洲大蜗牛
非洲大蜗牛,HAS_HABIT,寿命5至6年,无,非洲大蜗牛
非洲大蜗牛,HAS_HABIT,抗逆性强,",",非洲大蜗牛
非洲大蜗牛,HAS_HABIT,昼伏夜出,,非洲大蜗牛
非洲大蜗牛,HAS_HABIT,昼伏夜出,无,非洲大蜗牛
非洲大蜗牛,HAS_HABIT,杂食性,",",非洲大蜗牛
非洲大蜗牛,HAS_HABIT,每年产卵4次,无,非洲大蜗牛
非洲大蜗牛,HAS_HABIT,畏光怕热,,非洲大蜗牛
非洲大蜗牛,HAS_HABIT,繁殖能力强,无,非洲大蜗牛
非洲大蜗牛,HAS_HABIT,繁殖迅速,",",非洲大蜗牛
非洲大蜗牛,HAS_HABIT,群居性,,非洲大蜗牛
非洲大蜗牛,HAS_HABIT,雌雄同体,,非洲大蜗牛
非洲大蜗牛,HAS_HABIT,雌雄同体异体交配,无,非洲大蜗牛
非洲大蜗牛,HAS_HABIT,食量大,",",非洲大蜗牛
非洲大蜗牛,HAS_HABIT,高效利用纤维素,",",非洲大蜗牛
非洲大蜗牛,HAS_MORPHOLOGY,卵椭圆形乳白或淡青色,无,非洲大蜗牛
非洲大蜗牛,HAS_MORPHOLOGY,壳面为黄色或深黄底色带有焦褐色雾状花纹,,非洲大蜗牛
非洲大蜗牛,HAS_MORPHOLOGY,外壳红棕色有淡黄色垂直斑点,无,非洲大蜗牛
非洲大蜗牛,HAS_MORPHOLOGY,外壳较厚有光泽成体壳长5至10厘米最大可超过20厘米,无,非洲大蜗牛
非洲大蜗牛,HAS_MORPHOLOGY,螺壳圆锥状有7至9个螺层,无,非洲大蜗牛
非洲大蜗牛,HAS_MORPHOLOGY,贝壳大型壳质稍厚有光泽呈长卵圆形壳高达130毫米宽54毫米有6.5至8个螺层,",",非洲大蜗牛
非洲大蜗牛,HAS_MORPHOLOGY,贝壳大型通常体长7-8厘米最大20厘米体重可达800克,,非洲大蜗牛
非洲大蜗牛,HAS_MORPHOLOGY,贝壳狭窄锥形壳质稍厚有光泽呈长卵圆形,,非洲大蜗牛
非洲大蜗牛,HAS_MORPHOLOGY,足部肌肉发达背面呈暗棕黑色遮面呈灰黄色其黏液无色,,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,人为引种,",",非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,人为的携带,,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,人类活动,,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,人类活动货物的流通,,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,作为食物引进,无,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,作为食物资源,,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,商业目的,,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,宠物贸易,,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,引种养殖,无,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,意外引入,,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,植物携带卵或幼螺,,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,蜗牛养殖,,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,被作为观赏品和食物直接引入,,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,货物携带,,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,跨区域调运农作物和林草种子苗木,无,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,通过轮船火车汽车飞机等运输工具随观赏植物苗木板材集装箱货物包装箱传播,,非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,随观赏植物夹带,",",非洲大蜗牛
非洲大蜗牛,INTRODUCED_VIA,非法引进携带寄递走私,无,非洲大蜗牛
非洲大蜗牛,MITIGATES,人工捕捉,method=物理;type=主要,非洲大蜗牛
非洲大蜗牛,MITIGATES,农业防治,method=农业;type=主要,非洲大蜗牛
非洲大蜗牛,MITIGATES,化学防治,method=化学;type=主要,非洲大蜗牛
非洲大蜗牛,MITIGATES,检疫防治,method=检疫;type=主要,非洲大蜗牛
非洲大蜗牛,MITIGATES,生物防治,method=生物;type=主要,非洲大蜗牛
非洲大蜗牛,MITIGATES,诱捕防治,method=物理;type=辅助,非洲大蜗牛
非洲大蜗牛,NATIVE_TO,东非,,非洲大蜗牛
非洲大蜗牛,NATIVE_TO,东非,",",非洲大蜗牛
非洲大蜗牛,NATIVE_TO,东非沿岸桑给巴尔奔巴岛一带,,非洲大蜗牛
非洲大蜗牛,NATIVE_TO,坦桑尼亚,",",非洲大蜗牛
非洲大蜗牛,NATIVE_TO,坦桑尼亚,,非洲大蜗牛
非洲大蜗牛,NATIVE_TO,坦桑尼亚桑给巴尔,无,非洲大蜗牛
非洲大蜗牛,NATIVE_TO,奔巴,",",非洲大蜗牛
非洲大蜗牛,NATIVE_TO,奔巴岛,,非洲大蜗牛
非洲大蜗牛,NATIVE_TO,奔巴岛,无,非洲大蜗牛
非洲大蜗牛,NATIVE_TO,桑给巴尔,",",非洲大蜗牛
非洲大蜗牛,NATIVE_TO,桑给巴尔,,非洲大蜗牛
非洲大蜗牛,NATIVE_TO,非洲东部,,非洲大蜗牛
非洲大蜗牛,NATIVE_TO,马达加斯加岛,,非洲大蜗牛
非洲大蜗牛,NATIVE_TO,马达加斯加岛,无,非洲大蜗牛
非洲大蜗牛,PREYS_ON,仙人掌,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,农作物,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,动植物残体,severity=低,非洲大蜗牛
非洲大蜗牛,PREYS_ON,十字花科植物,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,可可,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,叶菜,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,同伴尸体,severity=低,非洲大蜗牛
非洲大蜗牛,PREYS_ON,园林绿化植物,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,园艺植物,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,园艺观赏植物,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,地衣,severity=低,非洲大蜗牛
非洲大蜗牛,PREYS_ON,木瓜,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,木薯,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,木霜,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,林木,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,果树,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,柑桔,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,柚木幼株,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,树木,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,椰子,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,橡胶,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,水泥,severity=低,非洲大蜗牛
非洲大蜗牛,PREYS_ON,水稻,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,瓜果,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,瓜果蔬菜,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,番薯,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,真菌,severity=低,非洲大蜗牛
非洲大蜗牛,PREYS_ON,竹芋,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,粟,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,粮食作物,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,纸张,severity=低,非洲大蜗牛
非洲大蜗牛,PREYS_ON,经济作物,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,花卉,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,花生,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,茄瓜,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,茶,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,菜豆,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,菠萝,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,落地生根,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,葫芦科植物,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,蔬菜,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,薯类,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,藻类,severity=低,非洲大蜗牛
非洲大蜗牛,PREYS_ON,谷类植物,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,豆科植物,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,野草,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,铁角蕨,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,面包果,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,香蕉,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,高粱,severity=高,非洲大蜗牛
非洲大蜗牛,PREYS_ON,鲜花,severity=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,东亚,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,东南亚,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,中国南方多个省份,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,云南省,confidence=中,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,亚洲,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,全球60多个国家,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,北美洲,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,华南地区,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,南美洲,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,台湾省,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,周边水域,confidence=中,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,四川省,confidence=中,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,巴西,confidence=中,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,广东省,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,广西壮族自治区,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,斯里兰卡,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,海南省,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,湖北省,confidence=中,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,湖南省,confidence=中,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,澳门特别行政区,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,福建省,confidence=高,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,贵州省,confidence=中,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,长江中下游地区,confidence=中,非洲大蜗牛
非洲大蜗牛,SPREAD_RISK_TO,非洲,confidence=高,非洲大蜗牛
