species_label,year,property,lat,lng
大鳄龟,2025,year=2025;status=目击,39.947183,116.513616
福寿螺,2005,year=2005;status=目击,24.6534,121.743
福寿螺,2005,year=2005;status=目击,24.6962,121.789
福寿螺,2005,year=2005;status=目击,24.6777,121.73
福寿螺,2005,year=2005;status=目击,24.7002,121.741
福寿螺,2005,year=2005;status=目击,24.6627,121.75
福寿螺,2005,year=2005;status=目击,24.7595,121.708
福寿螺,2005,year=2005;status=目击,24.7884,121.745
福寿螺,2005,year=2005;status=目击,24.6982,121.824
福寿螺,2005,year=2005;status=目击,24.649,121.798
福寿螺,2005,year=2005;status=目击,24.7807,121.695
福寿螺,2005,year=2005;status=目击,24.7197,121.818
福寿螺,2005,year=2005;status=目击,24.6572,121.803
福寿螺,2005,year=2005;status=目击,24.691,121.809
福寿螺,2005,year=2005;status=目击,24.682,121.713
福寿螺,2005,year=2005;status=目击,24.6862,121.719
福寿螺,2005,year=2005;status=目击,24.7339,121.805
福寿螺,2005,year=2005;status=目击,24.6981,121.825
福寿螺,2005,year=2005;status=目击,24.6778,121.781
福寿螺,2005,year=2005;status=目击,24.6859,121.798
福寿螺,2005,year=2005;status=目击,24.7588,121.686
福寿螺,2005,year=2005;status=目击,24.6705,121.8
福寿螺,2005,year=2005;status=目击,24.702,121.742
福寿螺,2005,year=2005;status=目击,24.6839,121.697
福寿螺,2005,year=2005;status=目击,24.7431,121.793
福寿螺,2005,year=2005;status=目击,24.7463,121.702
福寿螺,2005,year=2005;status=目击,24.677,121.78
福寿螺,2004,year=2004;status=目击,24.7214,121.825
福寿螺,2004,year=2004;status=目击,24.7079,121.819
福寿螺,2004,year=2004;status=目击,24.8183,121.813
福寿螺,2004,year=2004;status=目击,24.763,121.74
福寿螺,2004,year=2004;status=目击,24.6014,121.841
福寿螺,2004,year=2004;status=目击,24.8267,121.766
福寿螺,2004,year=2004;status=目击,24.837,121.775
福寿螺,2004,year=2004;status=目击,24.4613,121.821
福寿螺,2004,year=2004;status=目击,24.7179,121.824
福寿螺,2004,year=2004;status=目击,24.7109,121.812
福寿螺,2004,year=2004;status=目击,24.7147,121.743
福寿螺,2004,year=2004;status=目击,24.6724,121.839
福寿螺,2004,year=2004;status=目击,24.7019,121.822
福寿螺,2004,year=2004;status=目击,24.4604,121.812
福寿螺,2004,year=2004;status=目击,24.8043,121.812
福寿螺,2004,year=2004;status=目击,24.707872,121.826994
福寿螺,2001,year=2001;status=目击,24.805535,121.785783
福寿螺,,year=null;status=目击,24.268536,120.559
福寿螺,,year=null;status=目击,24.561495,120.819005
福寿螺,,year=null;status=目击,24.6388,121.8197
福寿螺,,year=null;status=目击,22.7413,120.27638
福寿螺,,year=null;status=目击,22.569114,120.58837
福寿螺,,year=null;status=目击,23.77638,120.4347
福寿螺,,year=null;status=目击,24.6567,120.8569
福寿螺,,year=null;status=目击,25.2261,121.6228
福寿螺,,year=null;status=目击,24.637767,121.21459
福寿螺,,year=null;status=目击,22.0111,120.7369
福寿螺,,year=null;status=目击,24.36028,120.6372
福寿螺,,year=null;status=目击,24.0883,120.5875
福寿螺,,year=null;status=目击,23.2383,121.3141
福寿螺,,year=null;status=目击,22.7986,121.1311
福寿螺,,year=null;status=目击,23.5405,120.3805
红耳彩龟,2026,year=2026;status=目击,23.74626,112.986155
红耳彩龟,2026,year=2026;status=目击,31.344771,121.48032
红耳彩龟,2026,year=2026;status=目击,30.677775,104.069358
红耳彩龟,2026,year=2026;status=目击,23.075488,113.315078
红耳彩龟,2026,year=2026;status=目击,22.671919,113.851557
红耳彩龟,2026,year=2026;status=目击,20.071573,110.32988
红耳彩龟,2026,year=2026;status=目击,30.677683,104.069092
红耳彩龟,2026,year=2026;status=目击,26.093395,119.341605
红耳彩龟,2026,year=2026;status=目击,30.643897,104.081153
红耳彩龟,2026,year=2026;status=目击,23.169377,113.202674
红耳彩龟,2026,year=2026;status=目击,23.122597,113.333778
红耳彩龟,2026,year=2026;status=目击,22.554318,114.050761
红耳彩龟,2026,year=2026;status=目击,21.93189,101.250298
红耳彩龟,2026,year=2026;status=目击,24.64585,118.39227
红耳彩龟,2026,year=2026;status=目击,23.982755,111.843924
红耳彩龟,2026,year=2026;status=目击,23.076943,113.339426
红耳彩龟,2026,year=2026;status=目击,21.509247,101.575596
红耳彩龟,2026,year=2026;status=目击,29.545753,103.769593
红耳彩龟,2026,year=2026;status=目击,29.548103,103.772764
红耳彩龟,2026,year=2026;status=目击,26.210616,119.560701
红耳彩龟,2026,year=2026;status=目击,29.547738,103.770124
红耳彩龟,2026,year=2026;status=目击,29.547711,103.769817
红耳彩龟,2026,year=2026;status=目击,22.584517,114.052016
红耳彩龟,2026,year=2026;status=目击,22.462553,113.045143
红耳彩龟,2026,year=2026;status=目击,39.915335,116.313587
红耳彩龟,2026,year=2026;status=目击,26.73669,100.694514
红耳彩龟,2026,year=2026;status=目击,22.702264,113.215158
红耳彩龟,2025,year=2025;status=目击,24.918481,118.612613
红耳彩龟,2025,year=2025;status=目击,22.516356,113.955393
红耳彩龟,2025,year=2025;status=目击,29.987169,122.383563
红耳彩龟,2025,year=2025;status=目击,20.027962,110.228976
红耳彩龟,2025,year=2025;status=目击,24.822663,102.8342
红耳彩龟,2025,year=2025;status=目击,23.581089,116.370583
红耳彩龟,2025,year=2025;status=目击,31.904959,118.867691
红耳彩龟,2025,year=2025;status=目击,20.150757,110.390577
红耳彩龟,2025,year=2025;status=目击,39.600139,116.156222
红耳彩龟,2025,year=2025;status=目击,40.010079,116.202692
红耳彩龟,2025,year=2025;status=目击,22.58907,113.894888
红耳彩龟,2025,year=2025;status=目击,40.018024,116.383689
红耳彩龟,2025,year=2025;status=目击,40.057892,116.166069
红耳彩龟,2025,year=2025;status=目击,22.4997,113.9215
红耳彩龟,2025,year=2025;status=目击,29.986636,122.210324
红耳彩龟,2025,year=2025;status=目击,30.228067,119.724968
红耳彩龟,2025,year=2025;status=目击,20.050693,110.191683
红耳彩龟,2025,year=2025;status=目击,40.019727,116.393987
红耳彩龟,2025,year=2025;status=目击,28.175264,112.936983
红耳彩龟,2025,year=2025;status=目击,31.027247,103.559674
红耳彩龟,2025,year=2025;status=目击,22.07277,113.474404
红耳彩龟,2025,year=2025;status=目击,31.228519,121.494717
红耳彩龟,2025,year=2025;status=目击,40.021038,116.395514
红耳彩龟,2025,year=2025;status=目击,30.263,120.136
红耳彩龟,2025,year=2025;status=目击,30.162564,103.433737
红耳彩龟,2025,year=2025;status=目击,36.165061,120.405372
红耳彩龟,2025,year=2025;status=目击,18.302803,109.204938
红耳彩龟,2025,year=2025;status=目击,22.131817,113.54252
红耳彩龟,2025,year=2025;status=目击,31.134103,121.448332
红耳彩龟,2025,year=2025;status=目击,28.681316,115.972158
红耳彩龟,2025,year=2025;status=目击,32.04432,118.798172
红耳彩龟,2025,year=2025;status=目击,28.6814,115.97314
红耳彩龟,2025,year=2025;status=目击,40.012611,116.390175
红耳彩龟,2025,year=2025;status=目击,39.929189,116.392849
红耳彩龟,2025,year=2025;status=目击,30.252904,120.118783
红耳彩龟,2025,year=2025;status=目击,40.029209,116.366709
红耳彩龟,2025,year=2025;status=目击,40.457925,116.462139
红耳彩龟,2025,year=2025;status=目击,18.297655,109.206933
红耳彩龟,2025,year=2025;status=目击,31.205519,121.400854
红耳彩龟,2025,year=2025;status=目击,28.673139,115.976917
红耳彩龟,2025,year=2025;status=目击,31.150025,121.449894
红耳彩龟,2025,year=2025;status=目击,22.247926,113.434826
红耳彩龟,2025,year=2025;status=目击,30.677758,104.069542
红耳彩龟,2025,year=2025;status=目击,25.140769,102.746309
红耳彩龟,2025,year=2025;status=目击,30.677862,104.06955
红耳彩龟,2025,year=2025;status=目击,31.008849,103.613038
红耳彩龟,2025,year=2025;status=目击,25.082637,102.768728
红耳彩龟,2025,year=2025;status=目击,30.677787,104.069283
红耳彩龟,2025,year=2025;status=目击,28.767669,104.652358
红耳彩龟,2025,year=2025;status=目击,41.860189,123.341524
红耳彩龟,2025,year=2025;status=目击,41.857377,123.81963
红耳彩龟,2025,year=2025;status=目击,30.677508,104.069253
红耳彩龟,2025,year=2025;status=目击,30.677862,104.069275
红耳彩龟,2025,year=2025;status=目击,31.297293,121.487819
红耳彩龟,2025,year=2025;status=目击,30.109282,120.143129
红耳彩龟,2025,year=2025;status=目击,31.200878,121.406941
红耳彩龟,2025,year=2025;status=目击,29.90878,117.95238
红耳彩龟,2025,year=2025;status=目击,31.230226,121.471327
红耳彩龟,2025,year=2025;status=目击,39.948226,116.367553
红耳彩龟,2025,year=2025;status=目击,31.198012,121.437187
红耳彩龟,2025,year=2025;status=目击,20.069347,110.329201
红耳彩龟,2025,year=2025;status=目击,39.931637,116.385109
红耳彩龟,2025,year=2025;status=目击,31.932542,120.341817
红耳彩龟,2025,year=2025;status=目击,22.748304,108.37909
红耳彩龟,2025,year=2025;status=目击,36.106421,120.477566
红耳彩龟,2025,year=2025;status=目击,32.121304,118.579636
红耳彩龟,2025,year=2025;status=目击,39.880329,116.428353
红耳彩龟,2025,year=2025;status=目击,30.261162,119.519287
红耳彩龟,2025,year=2025;status=目击,30.249571,120.109434
红耳彩龟,2025,year=2025;status=目击,25.715083,119.462632
红耳彩龟,2025,year=2025;status=目击,29.988171,122.384841
红耳彩龟,2025,year=2025;status=目击,29.992861,122.385683
红耳彩龟,2025,year=2025;status=目击,29.98805,122.382832
红耳彩龟,2025,year=2025;status=目击,29.98715,122.382772
红耳彩龟,2025,year=2025;status=目击,30.2675,120.077
红耳彩龟,2025,year=2025;status=目击,29.985733,122.383065
红耳彩龟,2025,year=2025;status=目击,24.933542,102.689721
红耳彩龟,2025,year=2025;status=目击,34.597836,119.196703
红耳彩龟,2025,year=2025;status=目击,25.018783,102.664314
红耳彩龟,2025,year=2025;status=目击,31.214963,121.555422
红耳彩龟,2025,year=2025;status=目击,34.642358,118.323189
红耳彩龟,2025,year=2025;status=目击,40.030922,116.255988
红耳彩龟,2025,year=2025;status=目击,31.220946,121.420322
红耳彩龟,2025,year=2025;status=目击,30.670638,104.089736
红耳彩龟,2025,year=2025;status=目击,22.54286,114.05956
红耳彩龟,2025,year=2025;status=目击,31.994072,118.832603
红耳彩龟,2025,year=2025;status=目击,40.258892,116.27695
红耳彩龟,2025,year=2025;status=目击,31.218255,121.465513
红耳彩龟,2025,year=2025;status=目击,22.894528,113.294336
红耳彩龟,2025,year=2025;status=目击,31.306594,121.494038
红耳彩龟,2025,year=2025;status=目击,26.541065,106.669749
红耳彩龟,2025,year=2025;status=目击,30.359086,119.548808
红耳彩龟,2025,year=2025;status=目击,30.323672,119.461747
红耳彩龟,2025,year=2025;status=目击,27.004798,117.075245
红耳彩龟,2025,year=2025;status=目击,30.838435,120.930108
红耳彩龟,2025,year=2025;status=目击,21.919636,101.269028
红耳彩龟,2025,year=2025;status=目击,25.054761,102.710481
红耳彩龟,2025,year=2025;status=目击,31.149827,121.447258
红耳彩龟,2025,year=2025;status=目击,32.144343,119.196885
红耳彩龟,2025,year=2025;status=目击,36.157939,120.591122
红耳彩龟,2025,year=2025;status=目击,31.26318,121.413358
红耳彩龟,2025,year=2025;status=目击,32.236587,119.484341
红耳彩龟,2025,year=2025;status=目击,31.334803,120.580343
红耳彩龟,2025,year=2025;status=目击,23.607471,102.795379
红耳彩龟,2025,year=2025;status=目击,23.376147,103.376358
红耳彩龟,2025,year=2025;status=目击,31.288388,120.498978
红耳彩龟,2025,year=2025;status=目击,24.630658,118.29238
红耳彩龟,2025,year=2025;status=目击,25.71663,119.346896
红耳彩龟,2025,year=2025;status=目击,31.375857,121.481533
红耳彩龟,2025,year=2025;status=目击,39.845214,116.402629
红耳彩龟,2025,year=2025;status=目击,29.499253,120.890702
红耳彩龟,2025,year=2025;status=目击,26.233511,119.586319
红耳彩龟,2025,year=2025;status=目击,30.647725,104.04432
红耳彩龟,2025,year=2025;status=目击,24.825641,102.847564
红耳彩龟,2025,year=2025;status=目击,18.299797,109.200213
红耳彩龟,2025,year=2025;status=目击,18.302856,109.205145
红耳彩龟,2025,year=2025;status=目击,23.139863,113.206636
红耳彩龟,2025,year=2025;status=目击,23.155435,113.359821
红耳彩龟,2025,year=2025;status=目击,29.32521,95.33304
红耳彩龟,2025,year=2025;status=目击,23.124531,113.217434
红耳彩龟,2025,year=2025;status=目击,24.440248,118.096502
红耳彩龟,2025,year=2025;status=目击,23.360705,116.735834
红耳彩龟,2025,year=2025;status=目击,30.273064,120.073801
红耳彩龟,2025,year=2025;status=目击,40.05982,117.424828
红耳彩龟,2025,year=2025;status=目击,39.83373,116.421464
红耳彩龟,2025,year=2025;status=目击,24.453563,118.096193
红耳彩龟,2025,year=2025;status=目击,22.523748,114.01425
红耳彩龟,2024,year=2024;status=目击,31.125175,117.56012
红耳彩龟,2024,year=2024;status=目击,22.698916,114.215336
红耳彩龟,2024,year=2024;status=目击,40.006908,116.207068
红耳彩龟,2024,year=2024;status=目击,39.964257,116.395467
红耳彩龟,2024,year=2024;status=目击,31.910631,118.747904
红耳彩龟,2024,year=2024;status=目击,31.299113,121.500421
红耳彩龟,2024,year=2024;status=目击,32.06879,118.73389
红耳彩龟,2024,year=2024;status=目击,29.987646,122.384133
红耳彩龟,2024,year=2024;status=目击,31.228707,121.487363
红耳彩龟,2024,year=2024;status=目击,32.080708,118.815075
红耳彩龟,2024,year=2024;status=目击,39.938533,116.331017
红耳彩龟,2024,year=2024;status=目击,30.663964,104.071022
红耳彩龟,2024,year=2024;status=目击,37.410338,104.43837
红耳彩龟,2024,year=2024;status=目击,40.0086,116.1966
红耳彩龟,2024,year=2024;status=目击,37.224037,121.776267
红耳彩龟,2024,year=2024;status=目击,29.813643,121.523674
红耳彩龟,2024,year=2024;status=目击,26.879339,100.233048
红耳彩龟,2024,year=2024;status=目击,26.12087,119.285705
红耳彩龟,2024,year=2024;status=目击,28.170432,112.891485
红耳彩龟,2024,year=2024;status=目击,30.255643,120.158853
红耳彩龟,2024,year=2024;status=目击,26.12112,119.285701
红耳彩龟,2024,year=2024;status=目击,29.815836,121.534454
红耳彩龟,2024,year=2024;status=目击,22.5306,113.987675
红耳彩龟,2024,year=2024;status=目击,40.045857,116.500492
红耳彩龟,2024,year=2024;status=目击,25.70642,100.139187
红耳彩龟,2024,year=2024;status=目击,30.677773,104.069462
红耳彩龟,2024,year=2024;status=目击,30.677748,104.0694
红耳彩龟,2024,year=2024;status=目击,30.677778,104.0694
红耳彩龟,2024,year=2024;status=目击,30.677707,104.069488
红耳彩龟,2024,year=2024;status=目击,31.239533,121.482733
红耳彩龟,2024,year=2024;status=目击,32.074359,118.796881
红耳彩龟,2024,year=2024;status=目击,36.589613,114.4925
红耳彩龟,2024,year=2024;status=目击,31.278395,121.477845
红耳彩龟,2024,year=2024;status=目击,31.190891,121.365749
红耳彩龟,2024,year=2024;status=目击,39.891461,116.129291
红耳彩龟,2024,year=2024;status=目击,39.928311,116.389219
红耳彩龟,2024,year=2024;status=目击,39.929114,116.392746
红耳彩龟,2024,year=2024;status=目击,31.166222,121.420078
红耳彩龟,2024,year=2024;status=目击,39.998847,116.27552
红耳彩龟,2024,year=2024;status=目击,36.673626,117.026459
红耳彩龟,2024,year=2024;status=目击,28.692454,115.980242
红耳彩龟,2024,year=2024;status=目击,31.910983,118.747081
红耳彩龟,2024,year=2024;status=目击,31.581247,120.265663
红耳彩龟,2024,year=2024;status=目击,19.985982,110.323673
红耳彩龟,2024,year=2024;status=目击,31.221878,121.416424
红耳彩龟,2024,year=2024;status=目击,22.512572,113.946353
红耳彩龟,2024,year=2024;status=目击,36.673783,117.025255
红耳彩龟,2024,year=2024;status=目击,23.185346,113.397387
