species_label,gbif_scientific_name,lat,lng,province,region_code,date,dataset,year
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",30.504951,105.597827,Sichuan,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.470278,114.006389,Yuen Long,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",30.246394,120.141845,Zhejiang,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.810008,110.430081,Guangxi,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",28.441054,117.952053,Jiangxi,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.513611,114.066389,Guangdong,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",25.809844,100.218839,Yunnan,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",25.394991,114.963676,Jiangxi,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.31585,116.1376,Canton,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",21.664354,110.92509,Canton,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.76597,113.273855,Canton,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.880095,102.832892,Yunnan,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.466664,111.297673,Guangxi,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",20.044886,110.329531,Hainan,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",30.26993,120.19432,Zhejiang,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",27.72,109.19,Guizhou,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.529495,103.939537,Yunnan,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",27.518172,120.425398,Zhejiang,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.276014,113.580152,Guangdong,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",29.71,120.24,Zhejiang,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",30.010484,122.254174,Zhejiang,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.509167,114.111389,North,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",31.158202,120.737994,Jiangsu,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",28.407661,112.943595,Hunan,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",29.97213,120.939155,Zhejiang,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.789953,110.507818,Guangxi,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",25.096431,113.499229,Canton,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",28.056626,120.563253,Zhejiang,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",29.976626,106.295027,Chongqing,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.459794,115.821855,Guangdong,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",32.51,120.19,Jiangsu,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",31.18625,120.57604,Jiangsu,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.15,113.0167,Guangdong,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.050687,112.464362,Guangdong,CN,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.505,114.114,,HK,2012-11-19,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.272091,114.149216,,HK,2006-11-16T00:00,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.422052,114.361244,,HK,2006-11-16T00:00,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.448056,114.134167,Tai Po,HK,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.415,114.070278,Yuen Long,HK,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.438611,114.061389,Yuen Long,HK,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.903553,121.84505,Taiwan,TW,2026-02-22T09:17:01,iNaturalist research-grade observations,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.531729,120.476123,,TW,2024-01-08,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.495874,120.408459,,TW,2024-01-19,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.903898,120.568176,,TW,2023-02-08,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.680983,120.487617,,TW,2023-03-08,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.630165,120.467371,,TW,2023-06-14,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.562851,120.301261,,TW,2023-06-13,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.630274,120.467695,,TW,2023-06-14,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.630184,120.467573,,TW,2023-06-14,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.605692,120.366511,,TW,2023-06-14,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.731461,120.522881,,TW,2023-06-12,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.680849,120.487918,,TW,2023-06-13,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.731462,120.522882,,TW,2023-08-08,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.680966,120.418832,,TW,2023-08-10,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.731463,120.522883,,TW,2023-08-08,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.699486,120.458808,,TW,2023-08-10,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.779828,121.759044,,TW,2023-11-16,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.699822,121.767212,,TW,2023-11-17,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.467089,120.447921,,TW,2023-11-15,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.467163,120.447904,,TW,2023-11-20,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.534759,120.340864,,TW,2023-11-23,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.537263,120.338303,,TW,2023-12-01,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.531667,120.476007,,TW,2023-12-21,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.539567,120.387197,,TW,2023-12-06,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.702712,120.308312,,TW,2023-12-05,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.7027,120.308326,,TW,2023-12-05,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.53154,120.476281,,TW,2023-12-25,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.832966,120.257658,,TW,2022-04-15,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.785268,120.778792,,TW,2022-06-10,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.18742,120.35323,,TW,2022-08-03,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.630243,120.467623,,TW,2022-12-20,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.00033,120.91659,,TW,2021-06-24,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.98135,120.91831,,TW,2021-06-30,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.06317,120.95486,,TW,2021-06-27,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.19869,120.49596,,TW,2021-06-02,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.93656,120.68072,,TW,2021-06-10,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.02704,120.82695,,TW,2021-06-30,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.11387,120.55732,,TW,2021-06-03,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.02271,120.63682,,TW,2021-06-28,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.07657,120.72541,,TW,2021-07-21,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.16927,120.70553,,TW,2021-07-19,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.13849,120.6197,,TW,2021-07-21,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.1784,120.7378,,TW,2021-07-19,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.19867,120.63522,,TW,2021-07-21,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.13414,120.73938,,TW,2021-09-11,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.08147,120.70878,,TW,2021-09-10,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.0978,120.62405,,TW,2021-09-15,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.23647,120.73536,,TW,2021-09-11,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.15905,120.74417,,TW,2021-09-11,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.95404,120.95858,,TW,2020-07-02,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.00035,120.91671,,TW,2020-07-02,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.93657,120.68072,,TW,2020-07-02,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.02271,120.63683,,TW,2020-07-02,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.76301,121.45642,,TW,2019-03-24,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.78668,121.46196,,TW,2019-03-24,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.76234,121.47218,,TW,2019-03-24,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.91185,120.49284,,TW,2019-04-16,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.89501,120.54881,,TW,2019-04-16,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.5,121.8,,TW,2019-06-15,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.91786,120.5718,,TW,2019-06-18,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.87966,121.54204,,TW,2018-01-25,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",25.0,121.9,,TW,2018-05-26,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.73182,121.48957,,TW,2018-07-04,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.09,120.14,,TW,2015-02-09,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.17,120.26,,TW,2015-02-09,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.19,120.48,,TW,2015-02-09,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.08,120.48,,TW,2015-02-09,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.12,120.38,,TW,2015-02-09,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.11,120.2,,TW,2015-02-09,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.11,120.48,,TW,2015-02-09,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.09,120.51,,TW,2015-02-09,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.08,120.5,,TW,2015-02-09,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.21658,119.44265,,TW,2009-07-29,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.21305,119.43679,,TW,2009-07-29,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.55271,119.60657,,TW,2009-07-31,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.79469,120.9162,,TW,2008-01-16,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.44072,120.62576,,TW,2008-01-16,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.67819,121.10023,,TW,2008-02-27,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.69725,121.09652,,TW,2008-02-27,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.90573,121.26672,,TW,2008-02-20,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.96534,121.00729,,TW,2008-02-20,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.69996,120.85869,,TW,2008-03-28,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.66699,120.84369,,TW,2008-03-27,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6218,120.78686,,TW,2008-03-27,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.52239,120.73364,,TW,2008-03-19,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.48856,120.66789,,TW,2008-03-19,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.76524,120.90401,,TW,2008-03-28,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.34278,120.76286,,TW,2008-05-20,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.76518,120.90404,,TW,2008-06-26,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.83451,121.18739,,TW,2008-06-18,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.94563,121.31056,,TW,2008-06-17,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.84932,121.19763,,TW,2008-06-18,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.87698,121.19464,,TW,2008-06-18,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.9611,121.26928,,TW,2008-06-17,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.97982,121.20929,,TW,2008-06-17,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",25.02389,121.81955,,TW,2007-09-05,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.189435,120.269039,,TW,2007-11-13,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.73811,121.74526,,TW,2006-02-27,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.792604,121.73984,,TW,2006-02-27,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.741575,121.689031,,TW,2006-02-22,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.756134,121.697614,,TW,2006-02-22,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.682887,121.77328,,TW,2006-03-21,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.741298,121.688456,,TW,2006-03-20,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.756026,121.697505,,TW,2006-03-17,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.738218,121.74534,,TW,2006-04-27,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.715273,121.681701,,TW,2006-04-27,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.644416,121.728503,,TW,2006-04-26,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.660832,121.815813,,TW,2006-04-24,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.796272,121.742947,,TW,2006-04-25,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.656639,121.821614,,TW,2006-05-09,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.754829,121.696836,,TW,2006-05-08,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.758193,121.71654,,TW,2006-05-04,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.744244,121.689837,,TW,2006-06-07,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.654134,121.822289,,TW,2006-07-20,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.753748,121.635373,,TW,2006-07-19,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.756333,121.697645,,TW,2006-07-19,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.737362,121.745118,,TW,2006-07-18,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.758248,121.716392,,TW,2006-07-18,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.793633,121.741705,,TW,2006-07-18,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.65991,121.816064,,TW,2006-08-02,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.758276,121.716372,,TW,2006-08-01,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.668468,121.80948,,TW,2006-09-14,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.753775,121.635393,,TW,2006-09-14,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.756917,121.694287,,TW,2006-09-14,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.756135,121.697476,,TW,2006-09-14,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.758276,121.716342,,TW,2006-09-13,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.796632,121.741397,,TW,2006-09-13,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.656078,121.821788,,TW,2006-12-29,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.668555,121.808532,,TW,2006-12-29,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.714686,121.681727,,TW,2006-12-28,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.774275,121.698892,,TW,2006-12-28,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.75608,121.697594,,TW,2006-12-27,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.644,121.751,,TW,2005-01-28,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6534,121.743,,TW,2005-02-23,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6962,121.789,,TW,2005-02-18,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6777,121.73,,TW,2005-03-18,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7002,121.741,,TW,2005-03-18,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6627,121.75,,TW,2005-04-15,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7595,121.708,,TW,2005-04-15,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7884,121.745,,TW,2005-04-15,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6982,121.824,,TW,2005-05-27,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.649,121.798,,TW,2005-05-27,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7807,121.695,,TW,2005-05-26,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7197,121.818,,TW,2005-05-26,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6572,121.803,,TW,2005-07-26,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.691,121.809,,TW,2005-08-18,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.682,121.713,,TW,2005-09-14,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6862,121.719,,TW,2005-09-14,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7339,121.805,,TW,2005-10-26,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6981,121.825,,TW,2005-10-19,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6778,121.781,,TW,2005-10-19,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6859,121.798,,TW,2005-10-19,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7588,121.686,,TW,2005-10-18,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6705,121.8,,TW,2005-12-14,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.702,121.742,,TW,2005-12-13,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6839,121.697,,TW,2005-12-13,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7431,121.793,,TW,2005-12-06,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7463,121.702,,TW,2005-12-06,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.677,121.78,,TW,2005-12-06,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7214,121.825,,TW,2004-05-11,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7079,121.819,,TW,2004-05-11,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.8183,121.813,,TW,2004-05-11,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.763,121.74,,TW,2004-06-07,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6014,121.841,,TW,2004-07-15,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.8267,121.766,,TW,2004-07-15,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.837,121.775,,TW,2004-07-15,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.4613,121.821,,TW,2004-08-17,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7179,121.824,,TW,2004-09-29,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7109,121.812,,TW,2004-09-17,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7147,121.743,,TW,2004-09-17,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6724,121.839,,TW,2004-10-14,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.7019,121.822,,TW,2004-10-14,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.4604,121.812,,TW,2004-11-25,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.8043,121.812,,TW,2004-11-25,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.707872,121.826994,,TW,2004-12-07,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.805535,121.785783,,TW,2001,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.268536,120.559,,TW,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.561495,120.819005,,TW,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6388,121.8197,Taiwan,TW,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.7413,120.27638,Kaohsiung,TW,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.569114,120.58837,Taiwan,TW,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",23.77638,120.4347,Taiwan,TW,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.6567,120.8569,Taiwan,TW,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",25.2261,121.6228,Taipei,TW,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.637767,121.21459,Taiwan,TW,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",22.0111,120.7369,Taiwan,TW,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.36028,120.6372,Taiwan,TW,,,
福寿螺,"Pomacea canaliculata (Lamarck, 1822)",24.0883,120.5875,Taiwan,TW,,,
